"Age","Attrition","DailyRate","Department","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MonthlyIncome","NumCompaniesWorked","Over18","OverTime","PerformanceRating","StandardHours","TotalWorkingYears","TrainingTimesLastYear","YearsInCurrentRole"
38,"Yes",1180,"Research & Development",1,"Medical",2,"Male",70,3,2,"Healthcare Representative",1,6673,7,"Y","Yes",3,80,17,2,0
29,"Yes",121,"Sales",3,"Marketing",2,"Female",35,3,3,"Sales Executive",4,7639,1,"Y","No",4,80,10,3,4
22,"No",1136,"Research & Development",3,"Life Sciences",4,"Male",60,4,1,"Research Scientist",2,2328,1,"Y","Yes",3,80,4,2,2
36,"No",635,"Research & Development",1,"Medical",2,"Female",73,3,1,"Laboratory Technician",4,2153,1,"Y","No",3,80,8,2,1
40,"No",1151,"Research & Development",5,"Life Sciences",4,"Male",63,2,2,"Healthcare Representative",4,4876,9,"Y","No",3,80,5,5,2
46,"No",644,"Research & Development",4,"Medical",4,"Male",97,3,3,"Healthcare Representative",1,9396,7,"Y","No",3,80,17,3,2
32,"Yes",1045,"Sales",4,"Medical",4,"Male",32,1,3,"Sales Executive",4,10400,1,"Y","No",3,80,14,2,8
30,"No",829,"Research & Development",1,"Life Sciences",3,"Male",88,2,3,"Manufacturing Director",3,8474,1,"Y","No",4,80,12,2,8
27,"No",1242,"Sales",3,"Life Sciences",4,"Female",90,3,2,"Sales Executive",3,9981,1,"Y","No",3,80,7,2,7
51,"No",1469,"Research & Development",4,"Life Sciences",2,"Male",81,2,3,"Research Director",2,12490,5,"Y","No",3,80,16,5,9
30,"Yes",1005,"Research & Development",3,"Technical Degree",4,"Female",88,3,1,"Research Scientist",1,2657,5,"Y","Yes",3,80,8,5,2
41,"No",896,"Sales",3,"Life Sciences",4,"Female",75,3,3,"Manager",4,13591,3,"Y","Yes",3,80,16,3,0
30,"Yes",334,"Sales",4,"Marketing",3,"Female",52,2,2,"Sales Executive",1,6696,5,"Y","No",3,80,9,5,3
29,"Yes",992,"Research & Development",3,"Technical Degree",3,"Male",85,3,1,"Research Scientist",3,2058,0,"Y","No",3,80,7,1,2
45,"No",1052,"Sales",3,"Medical",4,"Female",57,2,3,"Sales Executive",4,8865,6,"Y","No",3,80,23,2,7
54,"No",1147,"Sales",3,"Marketing",4,"Female",52,3,2,"Sales Executive",1,5940,2,"Y","No",3,80,16,4,2
36,"No",1396,"Research & Development",2,"Life Sciences",4,"Male",62,3,2,"Laboratory Technician",2,5914,8,"Y","No",3,80,16,3,11
33,"No",147,"Research & Development",4,"Medical",3,"Female",47,2,1,"Research Scientist",2,2622,6,"Y","No",4,80,7,3,2
37,"No",663,"Research & Development",3,"Other",2,"Male",47,3,3,"Research Director",4,12185,1,"Y","Yes",3,80,10,1,8
38,"No",119,"Sales",3,"Life Sciences",1,"Male",76,3,3,"Sales Executive",3,10609,0,"Y","No",3,80,17,6,10
31,"No",979,"Research & Development",4,"Medical",3,"Male",90,1,2,"Manufacturing Director",3,4345,0,"Y","No",3,80,6,2,4
59,"No",142,"Research & Development",3,"Life Sciences",3,"Male",70,2,1,"Research Scientist",4,2177,3,"Y","No",3,80,7,6,0
37,"No",319,"Sales",4,"Marketing",1,"Male",41,3,1,"Sales Representative",4,2793,4,"Y","No",3,80,13,2,8
29,"No",1413,"Sales",1,"Medical",2,"Female",42,3,3,"Sales Executive",4,7918,1,"Y","No",3,80,11,5,10
35,"No",944,"Sales",3,"Marketing",3,"Female",92,3,3,"Sales Executive",3,8789,1,"Y","No",3,80,10,3,7
29,"Yes",896,"Research & Development",1,"Medical",3,"Male",86,2,1,"Research Scientist",4,2389,1,"Y","Yes",3,80,4,3,3
52,"No",1323,"Research & Development",3,"Life Sciences",3,"Female",89,2,1,"Laboratory Technician",4,3212,7,"Y","No",3,80,6,3,2
42,"No",532,"Research & Development",2,"Technical Degree",3,"Male",58,3,5,"Manager",4,19232,1,"Y","No",3,80,22,3,17
59,"No",818,"Human Resources",2,"Medical",2,"Male",52,3,1,"Human Resources",3,2267,8,"Y","No",3,80,7,2,2
50,"No",854,"Sales",4,"Medical",4,"Female",68,3,5,"Manager",4,19517,3,"Y","No",3,80,32,3,0
33,"Yes",813,"Research & Development",3,"Medical",3,"Male",58,3,1,"Laboratory Technician",4,2436,5,"Y","Yes",3,80,8,2,4
43,"No",1034,"Sales",3,"Marketing",4,"Female",80,3,4,"Manager",4,16064,5,"Y","Yes",4,80,22,3,13
33,"Yes",465,"Research & Development",2,"Life Sciences",1,"Female",39,3,1,"Laboratory Technician",1,2707,7,"Y","No",4,80,13,3,7
52,"No",771,"Sales",4,"Life Sciences",1,"Male",79,2,5,"Manager",3,19068,1,"Y","Yes",3,80,33,2,7
32,"No",1401,"Sales",2,"Life Sciences",3,"Female",56,3,1,"Sales Representative",2,3931,2,"Y","No",3,80,6,5,3
32,"Yes",515,"Research & Development",3,"Life Sciences",4,"Male",62,2,1,"Laboratory Technician",3,3730,0,"Y","Yes",3,80,4,2,2
39,"No",1431,"Research & Development",4,"Medical",3,"Female",96,3,1,"Laboratory Technician",3,2232,7,"Y","No",3,80,7,1,2
32,"No",976,"Sales",4,"Marketing",3,"Male",100,3,2,"Sales Executive",4,4465,0,"Y","No",3,80,4,2,2
41,"No",1411,"Research & Development",2,"Life Sciences",3,"Male",36,3,2,"Research Scientist",1,3072,2,"Y","No",3,80,17,2,0
40,"No",1300,"Research & Development",2,"Technical Degree",1,"Male",62,3,2,"Research Scientist",4,3319,1,"Y","No",3,80,9,3,8
45,"No",252,"Research & Development",3,"Other",3,"Male",70,4,5,"Manager",4,19202,0,"Y","No",3,80,25,2,0
31,"No",1327,"Research & Development",4,"Medical",2,"Male",73,3,3,"Research Director",3,13675,9,"Y","No",3,80,9,3,2
33,"No",832,"Research & Development",4,"Life Sciences",3,"Female",63,2,1,"Research Scientist",4,2911,1,"Y","No",3,80,2,2,2
34,"No",470,"Research & Development",4,"Life Sciences",4,"Male",84,2,2,"Manufacturing Director",1,5957,6,"Y","No",3,80,13,3,9
37,"No",1017,"Research & Development",2,"Medical",3,"Female",83,2,1,"Research Scientist",1,3920,2,"Y","No",3,80,17,2,1
45,"No",1199,"Research & Development",4,"Life Sciences",1,"Male",77,4,2,"Manufacturing Director",3,6434,4,"Y","No",3,80,9,1,2
37,"Yes",504,"Research & Development",3,"Medical",1,"Male",61,3,3,"Manufacturing Director",3,10048,6,"Y","No",3,80,17,5,0
39,"No",505,"Research & Development",4,"Technical Degree",3,"Female",64,3,3,"Healthcare Representative",3,10938,0,"Y","No",4,80,20,1,6
29,"No",665,"Research & Development",3,"Life Sciences",3,"Male",60,3,1,"Research Scientist",4,2340,1,"Y","No",3,80,6,1,5
42,"No",916,"Research & Development",2,"Life Sciences",4,"Female",82,4,2,"Research Scientist",1,6545,3,"Y","Yes",3,80,10,1,2
29,"No",1247,"Sales",2,"Marketing",4,"Male",45,3,2,"Sales Executive",4,6931,2,"Y","No",3,80,10,2,2
25,"No",685,"Research & Development",3,"Life Sciences",1,"Female",62,3,2,"Manufacturing Director",3,4898,0,"Y","No",3,80,5,3,2
42,"No",269,"Research & Development",3,"Medical",4,"Female",56,2,1,"Laboratory Technician",1,2593,0,"Y","Yes",3,80,10,4,6
40,"No",1416,"Research & Development",2,"Medical",1,"Male",49,3,5,"Research Director",3,19436,0,"Y","No",3,80,22,5,7
51,"No",833,"Research & Development",3,"Life Sciences",3,"Male",96,3,1,"Research Scientist",4,2723,1,"Y","No",3,80,1,0,0
31,"Yes",307,"Research & Development",2,"Medical",3,"Male",71,2,1,"Laboratory Technician",2,3479,0,"Y","No",3,80,6,2,4
32,"No",1311,"Research & Development",3,"Life Sciences",2,"Male",100,4,1,"Laboratory Technician",2,2794,1,"Y","No",4,80,5,3,1
38,"No",1327,"Sales",2,"Life Sciences",4,"Male",39,2,2,"Sales Executive",4,5249,3,"Y","No",3,80,13,0,7
32,"No",128,"Research & Development",1,"Technical Degree",4,"Male",84,2,2,"Laboratory Technician",1,2176,4,"Y","No",3,80,9,5,2
46,"No",488,"Sales",3,"Technical Degree",3,"Female",75,1,4,"Manager",2,16872,3,"Y","Yes",3,80,28,2,7
28,"Yes",529,"Research & Development",4,"Life Sciences",1,"Male",79,3,1,"Laboratory Technician",3,3485,2,"Y","No",3,80,5,5,0
29,"No",1210,"Sales",3,"Medical",1,"Male",78,2,2,"Sales Executive",2,6644,2,"Y","No",3,80,10,2,0
31,"No",1463,"Research & Development",3,"Medical",2,"Male",64,2,2,"Healthcare Representative",4,5582,0,"Y","No",4,80,10,2,0
25,"No",675,"Research & Development",2,"Life Sciences",2,"Male",85,4,2,"Healthcare Representative",1,4000,1,"Y","No",3,80,6,2,3
45,"No",1385,"Research & Development",2,"Medical",3,"Male",79,3,4,"Healthcare Representative",4,13496,0,"Y","Yes",3,80,21,2,7
36,"No",1403,"Research & Development",3,"Life Sciences",4,"Male",47,3,1,"Laboratory Technician",4,3210,0,"Y","No",3,80,16,4,13
55,"No",452,"Research & Development",3,"Medical",4,"Male",81,3,5,"Manager",1,19045,0,"Y","Yes",3,80,37,2,10
47,"Yes",666,"Research & Development",4,"Life Sciences",1,"Male",88,3,3,"Manager",2,11849,1,"Y","Yes",3,80,10,2,7
28,"No",1158,"Research & Development",3,"Medical",4,"Male",94,3,1,"Research Scientist",4,2070,1,"Y","No",4,80,5,3,2
37,"No",228,"Sales",4,"Medical",3,"Male",98,3,2,"Sales Executive",4,6502,4,"Y","No",3,80,7,5,4
21,"No",996,"Research & Development",2,"Medical",4,"Male",100,2,1,"Research Scientist",3,3230,1,"Y","No",3,80,3,4,2
37,"No",728,"Research & Development",4,"Medical",1,"Female",80,3,3,"Research Director",4,13603,2,"Y","Yes",3,80,15,2,2
35,"No",1315,"Research & Development",3,"Life Sciences",2,"Female",71,4,3,"Manager",2,11996,7,"Y","No",3,80,10,6,7
38,"No",322,"Sales",2,"Medical",1,"Female",44,4,2,"Sales Executive",1,5605,1,"Y","Yes",4,80,8,3,0
26,"No",1479,"Research & Development",3,"Life Sciences",3,"Female",84,3,2,"Manufacturing Director",2,6397,1,"Y","No",4,80,6,6,5
50,"No",797,"Research & Development",1,"Life Sciences",1,"Male",96,3,5,"Research Director",2,19144,3,"Y","No",3,80,28,4,4
53,"No",1070,"Research & Development",4,"Medical",3,"Male",45,3,4,"Research Director",3,17584,3,"Y","Yes",3,80,21,5,3
42,"No",635,"Sales",1,"Life Sciences",2,"Male",99,3,2,"Sales Executive",3,4907,1,"Y","No",4,80,20,3,16
29,"No",442,"Sales",2,"Life Sciences",2,"Male",44,3,2,"Sales Executive",4,4554,1,"Y","No",3,80,10,3,7
55,"No",147,"Research & Development",2,"Technical Degree",2,"Male",37,3,2,"Laboratory Technician",4,5415,3,"Y","Yes",3,80,12,4,7
26,"No",496,"Research & Development",2,"Medical",1,"Male",60,3,2,"Healthcare Representative",1,4741,1,"Y","Yes",3,80,5,3,3
37,"No",1372,"Research & Development",3,"Life Sciences",4,"Female",42,3,1,"Research Scientist",4,2115,1,"Y","No",3,80,17,3,12
44,"Yes",920,"Research & Development",3,"Life Sciences",4,"Male",43,3,1,"Laboratory Technician",3,3161,3,"Y","Yes",4,80,19,0,0
38,"No",688,"Research & Development",4,"Life Sciences",4,"Male",82,3,2,"Healthcare Representative",4,5745,9,"Y","No",3,80,10,2,2
26,"Yes",1449,"Research & Development",4,"Medical",1,"Male",45,3,1,"Laboratory Technician",2,2373,2,"Y","Yes",3,80,5,2,2
28,"No",1117,"Research & Development",2,"Life Sciences",4,"Female",66,3,1,"Research Scientist",4,3310,1,"Y","No",4,80,5,3,3
49,"No",636,"Research & Development",4,"Life Sciences",3,"Female",35,3,5,"Research Director",1,18665,9,"Y","Yes",3,80,22,4,2
36,"No",506,"Research & Development",3,"Technical Degree",3,"Male",30,3,2,"Research Scientist",2,4485,4,"Y","No",3,80,10,2,0
31,"No",444,"Sales",3,"Marketing",4,"Female",84,3,1,"Sales Representative",2,2789,1,"Y","No",3,80,2,5,2
26,"Yes",950,"Sales",4,"Marketing",4,"Male",48,2,2,"Sales Executive",4,5828,1,"Y","Yes",3,80,8,0,7
37,"No",889,"Research & Development",3,"Medical",2,"Male",53,3,1,"Research Scientist",4,2326,1,"Y","Yes",3,80,4,3,2
42,"No",555,"Sales",3,"Marketing",3,"Female",77,3,4,"Sales Executive",2,13525,5,"Y","No",3,80,23,2,4
18,"Yes",230,"Research & Development",3,"Life Sciences",3,"Male",54,3,1,"Laboratory Technician",3,1420,1,"Y","No",3,80,0,2,0
35,"No",1232,"Sales",3,"Marketing",3,"Male",96,3,3,"Sales Executive",2,8020,0,"Y","No",3,80,12,3,9
36,"No",566,"Research & Development",4,"Life Sciences",3,"Male",81,4,1,"Laboratory Technician",4,3688,4,"Y","No",3,80,4,2,0
51,"No",1302,"Research & Development",3,"Medical",4,"Male",84,1,2,"Manufacturing Director",2,5482,5,"Y","No",3,80,13,3,1
41,"No",334,"Sales",4,"Life Sciences",4,"Male",88,3,4,"Manager",2,16015,1,"Y","No",3,80,22,2,10
18,"No",812,"Sales",3,"Medical",4,"Female",69,2,1,"Sales Representative",3,1200,1,"Y","No",3,80,0,2,0
28,"No",1476,"Research & Development",2,"Medical",2,"Male",68,4,2,"Healthcare Representative",1,5661,0,"Y","No",3,80,9,2,3
31,"No",218,"Sales",3,"Technical Degree",2,"Male",100,4,2,"Sales Executive",4,6929,4,"Y","No",3,80,10,3,7
39,"No",1132,"Research & Development",3,"Medical",3,"Male",48,4,3,"Healthcare Representative",4,9613,0,"Y","No",3,80,19,5,10
36,"No",1105,"Research & Development",4,"Life Sciences",2,"Female",47,3,2,"Laboratory Technician",2,5674,7,"Y","No",3,80,11,3,8
32,"No",906,"Sales",3,"Life Sciences",4,"Male",91,2,2,"Sales Executive",3,5484,1,"Y","No",3,80,13,3,8
38,"No",849,"Research & Development",2,"Life Sciences",1,"Female",81,2,3,"Research Director",2,12061,3,"Y","No",3,80,19,2,8
58,"No",390,"Research & Development",4,"Life Sciences",4,"Male",32,1,2,"Healthcare Representative",3,5660,2,"Y","Yes",3,80,12,2,3
31,"No",691,"Research & Development",4,"Technical Degree",3,"Male",86,3,1,"Research Scientist",4,4821,0,"Y","Yes",3,80,6,4,2
31,"No",106,"Human Resources",3,"Human Resources",1,"Male",62,2,2,"Human Resources",1,6410,3,"Y","No",3,80,9,1,2
45,"No",1249,"Research & Development",3,"Life Sciences",1,"Male",97,3,3,"Laboratory Technician",1,5210,1,"Y","No",3,80,24,2,9
31,"No",192,"Research & Development",4,"Life Sciences",3,"Male",32,3,1,"Research Scientist",4,2695,0,"Y","Yes",3,80,3,2,2
33,"No",553,"Research & Development",4,"Life Sciences",4,"Female",74,3,3,"Manager",2,11878,6,"Y","No",3,80,12,2,6
39,"No",117,"Research & Development",1,"Medical",3,"Male",99,3,4,"Manager",1,17068,1,"Y","Yes",3,80,21,3,9
43,"No",185,"Research & Development",4,"Life Sciences",3,"Female",33,3,1,"Laboratory Technician",4,2455,0,"Y","No",3,80,9,5,7
49,"No",1091,"Research & Development",2,"Technical Degree",3,"Female",90,2,4,"Healthcare Representative",3,13964,7,"Y","Yes",3,80,25,2,1
52,"Yes",723,"Research & Development",4,"Medical",3,"Male",85,2,2,"Research Scientist",2,4941,2,"Y","No",3,80,11,3,2
27,"No",1220,"Research & Development",3,"Life Sciences",3,"Female",85,3,1,"Research Scientist",2,2478,1,"Y","Yes",3,80,4,2,3
32,"No",588,"Sales",2,"Technical Degree",3,"Female",65,2,2,"Sales Executive",2,5228,1,"Y","Yes",3,80,13,2,12
27,"No",1377,"Sales",3,"Life Sciences",4,"Male",74,3,2,"Sales Executive",3,4478,1,"Y","Yes",3,80,5,3,4
31,"No",691,"Sales",3,"Marketing",4,"Male",73,3,2,"Sales Executive",4,7547,4,"Y","No",3,80,13,3,7
32,"No",1018,"Research & Development",4,"Medical",1,"Female",74,4,2,"Research Scientist",4,5055,7,"Y","No",3,80,10,0,7
28,"Yes",1157,"Research & Development",4,"Medical",1,"Male",84,1,1,"Research Scientist",4,3464,5,"Y","Yes",3,80,5,4,2
30,"No",1275,"Research & Development",2,"Medical",4,"Female",64,3,2,"Research Scientist",4,5775,1,"Y","No",3,80,11,2,8
31,"No",798,"Research & Development",2,"Life Sciences",3,"Female",48,2,3,"Manufacturing Director",3,8943,1,"Y","No",4,80,10,2,9
39,"No",672,"Research & Development",2,"Medical",3,"Male",54,2,5,"Manager",4,19272,1,"Y","No",3,80,21,2,9
39,"Yes",1162,"Sales",2,"Medical",4,"Female",41,3,2,"Sales Executive",3,5238,4,"Y","Yes",3,80,12,3,0
33,"No",508,"Sales",3,"Marketing",2,"Male",46,2,2,"Sales Executive",4,4682,3,"Y","No",3,80,9,6,7
47,"No",1482,"Research & Development",5,"Life Sciences",4,"Male",42,3,5,"Research Director",3,18300,4,"Y","No",3,80,21,2,2
43,"No",559,"Research & Development",4,"Life Sciences",3,"Female",82,2,2,"Laboratory Technician",3,5257,1,"Y","No",3,80,9,3,7
27,"No",210,"Sales",1,"Marketing",3,"Male",73,3,2,"Sales Executive",2,6349,0,"Y","Yes",3,80,6,0,4
54,"No",928,"Research & Development",4,"Life Sciences",4,"Female",31,3,2,"Research Scientist",3,4869,3,"Y","No",3,80,20,4,3
43,"No",1001,"Research & Development",3,"Life Sciences",3,"Female",43,3,3,"Healthcare Representative",1,9985,8,"Y","No",3,80,10,1,0
45,"No",549,"Research & Development",4,"Other",4,"Male",75,3,2,"Research Scientist",4,3697,9,"Y","No",3,80,12,3,9
40,"No",1124,"Sales",2,"Medical",2,"Male",57,1,2,"Sales Executive",4,7457,2,"Y","Yes",4,80,6,2,3
29,"Yes",318,"Research & Development",4,"Other",2,"Male",77,1,1,"Laboratory Technician",1,2119,1,"Y","Yes",3,80,7,4,7
29,"No",738,"Research & Development",5,"Other",2,"Male",30,2,1,"Laboratory Technician",4,3983,0,"Y","No",3,80,4,2,2
30,"No",570,"Sales",3,"Marketing",4,"Female",30,2,2,"Sales Executive",3,6118,1,"Y","No",3,80,10,2,9
27,"No",1130,"Sales",4,"Marketing",2,"Female",56,3,2,"Sales Executive",2,6214,1,"Y","No",3,80,8,3,7
37,"No",1192,"Research & Development",2,"Medical",4,"Male",61,3,2,"Manufacturing Director",4,6347,7,"Y","No",3,80,8,2,2
38,"No",343,"Research & Development",2,"Life Sciences",3,"Male",92,2,3,"Research Director",4,11510,0,"Y","Yes",3,80,12,3,10
31,"No",1232,"Research & Development",4,"Medical",3,"Female",39,3,3,"Manufacturing Director",4,7143,1,"Y","Yes",3,80,11,2,9
29,"No",144,"Sales",1,"Marketing",4,"Female",39,2,2,"Sales Executive",2,8268,1,"Y","Yes",3,80,7,2,7
35,"No",1296,"Research & Development",4,"Technical Degree",3,"Male",62,3,3,"Manufacturing Director",2,8095,0,"Y","No",3,80,17,5,6
23,"No",1309,"Research & Development",1,"Life Sciences",3,"Male",83,3,1,"Research Scientist",4,2904,1,"Y","No",3,80,4,2,2
41,"No",483,"Research & Development",3,"Medical",4,"Male",95,2,2,"Manufacturing Director",2,6032,6,"Y","Yes",3,80,8,3,4
47,"No",1309,"Sales",1,"Medical",2,"Male",99,3,2,"Sales Representative",3,2976,3,"Y","No",3,80,5,3,0
42,"No",810,"Research & Development",5,"Life Sciences",1,"Female",44,3,4,"Research Director",4,15992,2,"Y","No",3,80,16,2,0
29,"No",746,"Sales",3,"Life Sciences",4,"Male",61,3,2,"Sales Executive",3,4649,1,"Y","No",3,80,4,3,3
42,"No",544,"Human Resources",1,"Technical Degree",3,"Male",52,3,1,"Human Resources",3,2696,0,"Y","Yes",3,80,4,5,2
32,"No",1062,"Research & Development",3,"Medical",3,"Female",75,3,1,"Laboratory Technician",2,2370,1,"Y","No",3,80,8,4,0
48,"No",530,"Sales",1,"Medical",1,"Female",91,3,3,"Manager",3,12504,3,"Y","No",4,80,15,3,0
37,"No",1319,"Research & Development",3,"Medical",3,"Male",51,4,2,"Research Scientist",1,5974,4,"Y","Yes",3,80,13,2,7
30,"No",641,"Sales",2,"Technical Degree",4,"Female",85,3,2,"Sales Executive",3,4736,7,"Y","Yes",3,80,4,2,2
26,"No",933,"Sales",3,"Life Sciences",3,"Male",57,3,2,"Sales Executive",3,5296,1,"Y","No",3,80,8,3,7
42,"No",1332,"Research & Development",4,"Other",1,"Male",98,2,2,"Healthcare Representative",4,6781,3,"Y","No",4,80,14,6,0
21,"Yes",756,"Sales",1,"Technical Degree",1,"Female",99,2,1,"Sales Representative",2,2174,1,"Y","Yes",3,80,3,3,2
36,"No",845,"Sales",5,"Medical",4,"Female",45,3,2,"Sales Executive",4,6653,4,"Y","No",3,80,7,6,0
36,"No",541,"Sales",4,"Medical",1,"Male",48,2,3,"Sales Executive",4,9699,4,"Y","No",3,80,16,2,9
57,"No",593,"Research & Development",4,"Medical",4,"Male",88,3,2,"Healthcare Representative",3,6755,2,"Y","No",3,80,15,2,2
40,"No",1171,"Research & Development",4,"Life Sciences",4,"Female",46,4,1,"Laboratory Technician",3,2213,3,"Y","Yes",3,80,10,3,7
21,"No",895,"Sales",2,"Medical",1,"Male",39,3,1,"Sales Representative",4,2610,1,"Y","No",4,80,3,3,2
33,"Yes",350,"Sales",3,"Marketing",4,"Female",34,3,1,"Sales Representative",3,2851,1,"Y","Yes",3,80,1,2,0
37,"No",921,"Research & Development",3,"Medical",3,"Female",98,3,1,"Laboratory Technician",1,3452,6,"Y","No",4,80,17,3,4
46,"No",1144,"Research & Development",4,"Medical",3,"Female",30,3,2,"Manufacturing Director",3,5258,2,"Y","No",3,80,7,2,0
41,"Yes",143,"Sales",3,"Marketing",1,"Male",56,3,2,"Sales Executive",2,9355,1,"Y","No",3,80,8,5,7
50,"No",1046,"Research & Development",3,"Technical Degree",4,"Male",100,2,3,"Healthcare Representative",4,10496,6,"Y","No",3,80,20,2,3
40,"Yes",575,"Sales",2,"Marketing",3,"Male",68,2,2,"Sales Executive",3,6380,2,"Y","Yes",3,80,8,6,4
31,"No",408,"Research & Development",4,"Life Sciences",3,"Male",42,2,1,"Research Scientist",2,2657,0,"Y","Yes",3,80,3,5,2
21,"Yes",156,"Sales",3,"Life Sciences",3,"Female",90,4,1,"Sales Representative",2,2716,1,"Y","No",3,80,1,0,0
29,"No",1283,"Research & Development",3,"Life Sciences",4,"Male",54,3,1,"Research Scientist",4,2201,9,"Y","No",3,80,6,4,2
35,"No",755,"Research & Development",4,"Life Sciences",3,"Male",97,2,2,"Healthcare Representative",2,6540,9,"Y","No",3,80,10,5,1
27,"No",1469,"Research & Development",2,"Medical",4,"Male",82,3,1,"Laboratory Technician",2,3816,1,"Y","No",3,80,5,2,2
28,"No",304,"Sales",4,"Life Sciences",2,"Male",92,3,2,"Sales Executive",4,5253,1,"Y","No",3,80,7,1,5
49,"No",1261,"Research & Development",3,"Other",2,"Male",31,2,3,"Healthcare Representative",3,10965,8,"Y","No",4,80,26,2,2
51,"No",1178,"Sales",2,"Life Sciences",3,"Female",87,3,2,"Sales Executive",4,4936,4,"Y","No",3,80,18,2,7
36,"No",329,"Research & Development",3,"Life Sciences",4,"Female",96,3,1,"Research Scientist",3,2543,4,"Y","No",3,80,6,3,2
34,"Yes",1362,"Sales",3,"Marketing",1,"Male",67,4,2,"Sales Executive",4,5304,8,"Y","Yes",3,80,9,3,2
55,"No",1311,"Research & Development",3,"Life Sciences",3,"Female",97,3,4,"Manager",4,16659,2,"Y","Yes",3,80,30,2,4
24,"No",1371,"Sales",4,"Marketing",4,"Female",77,3,2,"Sales Executive",3,4260,1,"Y","Yes",3,80,5,2,2
30,"No",202,"Sales",1,"Technical Degree",3,"Male",72,3,1,"Sales Representative",2,2476,1,"Y","No",3,80,1,3,0
26,"Yes",575,"Research & Development",1,"Technical Degree",3,"Male",73,3,1,"Research Scientist",1,3102,0,"Y","No",4,80,7,2,4
22,"No",253,"Research & Development",3,"Medical",1,"Female",43,3,1,"Research Scientist",2,2244,1,"Y","No",3,80,2,1,1
36,"No",164,"Sales",2,"Medical",2,"Male",61,2,3,"Sales Executive",3,7596,1,"Y","No",3,80,10,2,9
30,"Yes",464,"Research & Development",3,"Technical Degree",3,"Male",40,3,1,"Research Scientist",4,2285,9,"Y","Yes",4,80,3,4,0
37,"No",1107,"Research & Development",3,"Life Sciences",4,"Female",95,3,1,"Laboratory Technician",1,3034,1,"Y","No",3,80,18,2,7
40,"No",759,"Sales",2,"Marketing",4,"Female",46,3,2,"Sales Executive",2,5715,7,"Y","No",3,80,8,5,4
42,"No",201,"Research & Development",4,"Life Sciences",2,"Female",95,3,1,"Laboratory Technician",1,2576,3,"Y","No",3,80,8,5,2
37,"No",1305,"Research & Development",4,"Life Sciences",3,"Male",49,3,2,"Manufacturing Director",2,4197,2,"Y","Yes",3,80,18,2,0
43,"No",982,"Research & Development",3,"Life Sciences",1,"Male",59,2,4,"Research Director",2,14336,1,"Y","No",3,80,25,3,10
40,"No",555,"Research & Development",3,"Medical",2,"Female",78,2,2,"Laboratory Technician",3,3448,6,"Y","No",4,80,20,3,0
54,"No",821,"Research & Development",2,"Medical",1,"Male",86,3,5,"Research Director",1,19406,4,"Y","No",3,80,24,4,2
34,"No",1381,"Sales",4,"Marketing",3,"Female",72,3,2,"Sales Executive",3,6538,9,"Y","No",3,80,6,3,2
31,"No",480,"Research & Development",2,"Medical",2,"Female",31,3,2,"Manufacturing Director",1,4306,1,"Y","No",3,80,13,5,10
43,"No",313,"Research & Development",3,"Medical",4,"Male",61,3,1,"Laboratory Technician",4,2258,7,"Y","No",4,80,8,1,2
43,"No",1473,"Research & Development",4,"Other",3,"Female",74,3,2,"Healthcare Representative",3,4522,4,"Y","Yes",3,80,8,3,2
25,"No",891,"Sales",2,"Life Sciences",2,"Female",99,2,2,"Sales Executive",4,4487,1,"Y","Yes",3,80,5,3,4
37,"No",1063,"Research & Development",5,"Medical",2,"Female",72,3,2,"Research Scientist",3,4449,3,"Y","Yes",3,80,15,2,11
31,"No",329,"Research & Development",2,"Life Sciences",4,"Male",98,2,1,"Laboratory Technician",1,2218,1,"Y","No",3,80,4,3,2
39,"No",1218,"Research & Development",1,"Life Sciences",2,"Male",52,3,5,"Manager",3,19197,1,"Y","Yes",3,80,21,3,8
56,"No",906,"Sales",3,"Life Sciences",3,"Female",86,4,4,"Sales Executive",1,13212,9,"Y","No",3,80,36,0,7
30,"No",1082,"Sales",3,"Technical Degree",2,"Female",83,3,2,"Sales Executive",3,6577,0,"Y","No",3,80,6,6,4
41,"No",645,"Sales",3,"Marketing",2,"Male",49,4,3,"Sales Executive",1,8392,1,"Y","No",3,80,10,2,7
28,"No",1300,"Research & Development",2,"Medical",3,"Male",79,3,2,"Laboratory Technician",1,4558,1,"Y","No",3,80,10,2,0
25,"Yes",688,"Research & Development",3,"Medical",1,"Male",91,3,1,"Laboratory Technician",1,4031,5,"Y","No",3,80,6,5,2
52,"No",319,"Research & Development",3,"Medical",4,"Male",39,2,3,"Manufacturing Director",3,7969,2,"Y","Yes",3,80,28,4,4
45,"No",192,"Research & Development",2,"Life Sciences",1,"Male",69,3,1,"Research Scientist",4,2654,3,"Y","No",4,80,8,3,2
52,"No",1490,"Research & Development",2,"Life Sciences",4,"Female",30,3,4,"Manager",4,16555,2,"Y","No",3,80,31,2,2
42,"No",532,"Research & Development",2,"Life Sciences",1,"Female",92,3,2,"Research Scientist",3,4556,2,"Y","No",3,80,19,3,4
30,"No",317,"Research & Development",3,"Life Sciences",3,"Female",43,1,2,"Manufacturing Director",4,6091,2,"Y","No",4,80,11,2,4
60,"No",422,"Research & Development",3,"Life Sciences",1,"Female",41,3,5,"Manager",1,19566,5,"Y","No",3,80,33,5,8
